0,1,2
16.996498,1.6512198,3.8768759
18.916603,2.3116443,5.26576
5.619479,6.8048005,-0.248348
17.298613,5.5489774,1.9383924
14.904037,4.705335,4.344515
12.8357115,6.8201504,1.6787386
7.614315,5.060597,2.3151088
7.6248765,5.213008,-0.009684685
15.426591,7.3914685,4.0417986
13.677472,-1.9433924,6.9443116
14.678375,5.7998843,5.1310363
14.916669,8.162623,3.7772667
12.503524,6.4249225,4.272038
12.071437,7.243599,4.5801554
13.1795025,5.542893,2.406725
16.367155,4.7154045,2.6275392
17.429464,5.3022804,1.7652051
17.554909,5.10101,1.8016592
15.138164,10.591676,-4.7302146
15.240502,7.963403,3.5103774
20.129946,-1.7213509,-2.0316865
14.872543,2.0566523,-3.013981
15.307601,5.109393,2.934667
7.6360083,4.772471,-1.0491525
19.103039,3.4181564,3.2749975
14.894895,0.6459692,5.4483876
16.97734,7.144486,2.2274842
4.219232,1.6250412,3.0534728
8.893272,5.359586,3.6587698
13.549441,8.002075,4.275699
7.7824807,6.5827775,1.2669967
10.7572,7.559069,1.7782513
7.792619,7.694552,4.00246
13.561934,4.7422533,-2.0828993
11.327202,5.6726465,0.33722332
15.024719,2.9382253,1.8141352
17.464275,4.9351997,2.1209233
20.74943,3.9036427,0.70244604
18.78214,3.5008261,1.3846929
18.36437,5.6094613,1.443921
18.45591,5.2171106,1.9815907
19.142448,3.3908026,1.6750067
17.752102,5.2805977,2.709203
17.231985,7.1285815,1.6668633
18.780857,5.664427,1.7316754
18.949348,4.7248917,-2.1273577
6.11474,7.604058,-4.870944
13.759227,6.8403425,1.0737516
19.95235,4.3435097,-0.059100375
16.889286,2.2147813,-1.5387663
16.41566,1.0855267,-5.3289986
16.820997,1.1278511,-5.641691
19.153872,3.8935702,-1.3446707
17.110884,0.99611986,2.6756344
14.818572,3.5502625,0.5840192
13.554079,10.138213,-3.4080944
14.072913,2.8115048,-7.1263485
14.96504,3.6489036,-1.310121
7.8727684,7.4229584,-2.8199527
13.7847595,3.2325027,-4.610816
15.704726,2.2224517,5.747863
16.033615,1.6372209,-7.0511365
14.596772,5.6091924,1.3255488
11.838287,2.394589,3.388156
7.2913027,9.149758,2.6821337
8.84521,7.1783557,-0.14073437
8.504209,-1.1846797,1.5251054
5.360228,8.248832,4.9104996
5.006853,5.7114973,2.5346987
8.92108,5.2981834,2.7878249
12.59787,7.0296373,6.317307
9.134526,6.002044,1.7285181
10.074845,3.264,3.4461608
11.481725,8.907052,0.94342834
12.183339,5.040298,3.6993308
15.378851,7.103178,2.77771
14.589945,0.39256638,-5.1542664
0.72659236,8.894491,2.461396
8.317348,0.53101814,5.608698
4.4064307,7.848681,-0.6608096
8.021695,-8.299555,6.927074
4.910516,7.7089887,3.12893
4.5221815,5.7968473,4.793869
4.3963413,5.0571523,4.4375825
7.696255,5.419525,2.9847548
5.280466,6.453677,2.8835683
5.5732203,4.626661,3.7793303
5.506099,5.116097,3.7363753
20.773764,4.2782183,-0.32282335
17.088978,4.3598523,3.3353539
15.920368,-7.7666464,0.9796353
18.338821,2.3755991,-2.7331507
8.776723,10.117325,1.4326657
7.401425,11.230916,1.8342743
6.2340946,1.4772625,-4.669591
7.289687,2.190618,0.41719642
6.416293,8.139598,4.089084
9.21443,4.2773867,-1.2234399
9.235593,11.732343,1.7945553
10.616718,10.071832,-2.8585596
19.885159,4.5888376,-1.6031003
9.964825,3.9419327,-5.916196
10.542404,6.2367406,-0.47159338
8.886445,6.7761693,-0.47355977
8.951965,3.7220597,-5.930646
5.9879537,6.1707454,-1.5625899
8.586305,6.8843904,-2.5871866
5.7316475,1.655512,-1.2202413
7.440461,4.813985,-5.529099
7.5893517,5.5952687,-1.9281187
7.0081763,5.2162995,-1.9718807
-0.2013585,10.633702,2.9478061
5.774613,5.8312783,-1.8012561
8.11026,2.1767845,-0.8254177
9.319951,4.5058093,-1.1491569
7.14548,4.304609,-2.9614038
7.0930257,1.5022249,0.49999648
8.802779,3.836674,1.1728051
7.5924053,4.9448643,-1.1135075
13.017907,-2.2195368,3.326634
17.492245,9.293087,-3.3184688
7.0587554,5.11425,-2.0325315
8.558901,3.5955305,-0.2763936
8.508873,3.5593357,-0.27869192
5.026685,-3.8377476,15.114813
1.9976391,0.5007215,15.744584
5.791606,2.072393,-4.869631
9.75653,3.921126,-5.4558697
6.6219373,2.6097996,-3.9930468
5.0984793,-1.8219589,4.8062134
8.821793,1.9994498,12.196497
5.769576,1.2295492,-3.762019
12.343338,4.760184,-3.8317215
9.763277,6.926114,0.6799753
17.857908,4.676163,4.101042
14.581687,5.492969,-5.227884
9.346962,8.804021,0.035774007
8.356071,0.82403237,-9.088846
13.44388,1.9776481,-0.20849994
7.5778766,5.0861635,-4.5858903
13.143913,5.4800158,-3.8607004
13.361156,6.503828,2.7272303
12.173767,4.610927,1.2249526
9.2585745,7.261062,0.56179047
7.6155114,5.856881,-1.446498
8.298746,10.255924,-0.009537207
9.165147,5.2240734,-1.8052884
7.156119,4.7404346,-3.0105774
7.4301424,5.6412253,-1.6761628
11.66426,5.84127,-3.4616523
12.478502,4.0723743,-4.2726474
12.511987,4.0696154,1.0121543
3.1164002,5.6125035,-2.7570546
5.3033686,1.9970201,-1.8776199
6.269845,5.635808,-1.0560533
7.7344756,1.9838526,-0.99649715
4.9554725,8.070763,3.591601
16.212315,1.8539115,-2.2698119
14.595156,3.788783,-3.831531
20.194712,2.3895051,-2.4617276
11.645728,2.2298486,2.1048422
13.607052,2.0062828,0.2231323
12.868086,3.9573414,-2.411468
43.115456,156.58298,27.838154
18.847961,10.293249,-1.3950235
21.383774,-1.8489802,3.021264
13.485202,5.927941,1.0170326
11.111528,6.020007,0.09151004
14.733273,4.9438605,1.1430237
9.229713,5.949772,2.158539
12.386681,-1.8030853,2.7878065
19.208626,3.7817779,1.0793344
14.131645,3.6429062,2.0634527
12.147268,3.494543,0.111456946
15.068388,3.8066413,1.5634319
15.503341,2.5205345,1.829936
13.200366,1.7964007,2.531302
12.520016,3.9188972,-0.034526363
7.880812,6.1295667,-1.4022797
7.7394524,2.5939934,0.19071653
0.7295539,2.7281654,0.023425786
-12.378062,2.7268765,-6.018085
-9.891011,-0.24923365,5.1709447
0.063375115,0.66812724,0.66194314
0.071687706,3.104202,-8.384804
-3.087301,3.9877515,-5.3238235
-2.386948,6.690996,-2.667494
1.8348805,0.6062288,1.3158615
-2.9356709,5.9218245,-4.619333
-8.3157,-5.5864034,-3.397542
-2.613097,4.676869,-4.6561036
0.64069545,3.1649692,-6.4182234
-3.7295039,-5.167077,3.3212326
-1.949599,5.7821913,-4.06127
1.0263569,2.019368,0.7439273
-14.930595,-8.57444,1.0477555
-7.7717295,0.30115068,-10.825579
2.9213903,-2.3008418,-3.5799854
-0.39448455,2.8556168,0.8846646
-1.8714008,6.988596,-6.421429
-0.5783767,2.4625888,-5.1658387
-1.907512,10.639251,-6.0726438
-7.052469,6.004206,10.32903
-4.579873,8.047687,-1.0685117
-5.201713,-1.7058201,-10.707875
-6.281977,11.469434,4.057633
-8.2918005,1.9823577,-11.989067
0.07404458,1.8086481,5.2699294
-1.2550918,4.3586917,5.323213
-3.6863472,6.0466247,2.2114258
0.046614293,5.262042,-4.2185802
0.007173928,8.168321,-6.5036716
-9.421343,-3.994904,-2.2807837
-0.660902,9.890352,-4.7940536
-8.727833,0.19431913,4.534087
-16.501766,-9.426466,3.6246595
-17.467382,-0.04433891,2.4374332
-0.6867195,0.76492155,2.6535928
2.6264684,-2.2514117,-2.3873036
-3.10889,-3.4707575,-0.8744304
-5.9954247,-6.034424,-3.6943789
-5.79725,1.1857401,-1.7512084
-8.118754,1.4792552,-11.418895
-3.6946833,8.688225,2.5368373
-2.479433,10.15819,-0.0923532
-1.8446814,5.784688,3.247623
-8.873577,-10.461302,-0.2577763
-14.8194475,0.5152129,-12.18621
-5.096634,6.518722,-10.60813
-12.384125,6.4044046,-8.259762
-5.9901786,6.458939,-9.766185
-3.8293428,10.240852,-3.4558277
-2.576331,-4.0296097,1.1425083
1.5409701,-2.5104072,1.003647
2.1140096,1.0817512,3.3169909
-2.7126675,6.247666,-7.7539873
1.8555855,-0.45542064,0.9424676
-2.4727793,5.4742684,1.4194652
-2.455831,9.919512,-1.1948208
-2.7817826,6.7311645,4.6051626
-3.044017,8.279221,0.5101368
-0.86703396,7.547274,-7.9918394
-13.777847,-5.9855843,7.4562454
-2.6982884,5.409558,-5.346252
-5.4336877,-2.5648096,2.9155784
-0.42018723,-2.241334,-3.0804007
-4.80058,2.7796156,9.946033
-4.9441304,8.271295,-4.442993
-1.1707128,10.108705,-5.0662017
-4.1085005,7.8331323,5.4948626
-4.1252356,9.0733,-7.447109
-3.2286313,9.988453,1.1961662
-3.4473727,5.452309,-5.647254
-3.649775,8.132772,-1.8823136
-6.8810787,-6.931171,-3.992325
-13.411824,3.354222,-3.07027
-3.0861142,9.596579,-5.2305484
-8.243167,1.9536783,-11.820088
-3.737815,5.6151934,-3.6879063
-7.4992156,-7.5145087,-4.3543477
-5.0605636,-7.4589534,-5.6141696
-2.7507088,-6.28911,-4.1791577
-5.879294,-14.179101,-3.2409854
-5.0815334,-9.664985,-1.4777097
-3.0075164,-6.891131,-3.7893915
-2.7731552,-5.6745486,-11.279148
-4.1462,-8.162778,-12.436585
-2.8858235,-12.052443,-2.6304708
-2.7017803,-10.636858,-3.7770064
-3.6223447,-8.588612,-6.4247518
-2.6825213,-3.8027492,-1.5522065
1.8640536,4.15668,-7.357582
2.1620562,-2.2997284,-4.6413393
-2.8424156,-5.72424,-4.586566
-3.5005918,-9.748627,-4.1551137
-3.6313248,-12.328602,-2.9166946
1.906782,4.1270866,-7.4404035
-4.3751664,-13.100626,-3.3324258
-3.4399416,-6.8218975,-3.2917314
-3.360221,-4.8485293,-12.458957
-3.6309574,-3.7089033,-9.858291
-5.532825,-7.7806106,-13.747461
-5.675196,-10.794281,-7.3532557
-3.926654,-10.865487,-5.9814224
7.827433,4.79482,-0.6875405
6.420329,-0.98802084,-1.6912022
3.8557825,-1.1724241,-4.4276648
1.091973,2.585533,-8.380588
-4.347117,-5.3698306,-3.1763644
1.3633434,0.44927323,-0.63178754
-3.394682,8.025303,2.5512955
-1.8222003,5.9301624,-6.778364
4.771896,-0.3148983,-0.762237
4.7805934,2.869378,-3.6686263
-1.6529344,4.6326284,2.0725346
-7.7795825,1.0821449,-10.889878
-3.2568774,9.775839,-6.185565
-4.1898475,3.9974148,-6.44744
-8.6987505,-4.621757,-3.3161774
2.3489506,-0.098570004,-0.29449686
3.273808,-0.8710715,-5.0515556
-2.441755,5.0889306,-4.8751726
-1.114005,2.4689753,5.814385
-1.4803462,8.740846,-4.8893356
-0.9031215,4.9533887,-9.013779
-0.31131685,5.929574,-6.352831
-2.3930094,7.6191726,2.1163976
-3.5581362,8.883425,-9.731711
-12.083736,8.125253,-4.446344
-3.337035,9.205776,-8.043375
-1.2200204,5.8587856,-9.681961
-10.373963,3.0793977,-8.054306
-4.457364,5.5389953,-7.758851
-10.175354,11.663941,5.0283833
4.6516194,-1.8302225,-0.5084626
2.1674602,-1.4063157,-4.21784
1.3001705,2.2046561,3.24052
-7.3442802,-2.2583055,2.540626
-3.2741199,8.91184,-3.8197322
-7.921953,2.5570264,-10.684413
-6.9689965,-1.8231643,-8.441015
-3.187568,9.7704115,-6.1535645
-12.345958,3.1482162,0.9603284
-9.052264,10.682325,-3.4340656
-7.189051,-5.403163,-3.9876146
-5.5070024,-4.1184516,8.065108
-2.9394913,4.3793817,3.5673654
2.6857405,-1.7203939,1.7550119
1.1723433,-2.1205938,-0.08935207
-1.7486585,2.7968702,3.4416485
2.413286,-0.009408365,-6.126097
-6.195867,1.4435393,11.795738
-8.863219,4.0950303,6.2453613
-2.5862541,7.022742,4.2164054
-1.305634,6.261081,-6.336456
-3.0237455,8.177526,-9.787579
-4.245746,7.0563445,4.390284
-3.2254179,6.509071,9.223341
2.176474,0.46483067,-0.14041533
-3.808562,-4.4114957,4.11824
2.3352914,0.29223496,-5.492622
-7.7512302,-8.504852,0.020063562
-0.76940453,8.295255,-7.5155845
-1.7105486,4.324909,3.6695411
-2.7187684,10.772642,-0.19946104
-2.6798968,6.0060263,-6.952565
-3.825174,9.447323,-7.1031046
-2.9919908,8.414133,-0.3363824
-7.2395387,8.907623,0.1283351
-2.0992513,6.3920736,-4.216489
-2.4079223,7.4211307,-5.2006593
0.598439,-1.616621,4.084023
2.007741,-0.7418867,1.5744007
-9.710982,-3.7209558,2.5894763
-0.90819097,5.2932324,-1.7578189
-1.4146016,5.1046004,1.5252054
-3.9421666,9.285703,5.6472654
-4.399495,0.6012368,10.300704
-3.7759438,6.728086,4.8924074
-6.566774,2.5968666,12.827958
-3.8317194,7.3058925,4.478189
-4.0956187,7.0030627,5.3002315
-0.52180374,8.225016,-7.6771564
-5.463339,6.929386,-6.0798197
-1.3571023,9.425905,-6.0045357
-2.5140467,4.919272,-6.729236
-2.9301038,7.96119,-1.015488
-6.3116674,6.7670608,-9.825517
-5.3519597,8.6233635,-4.7052736
-0.6688628,6.7675734,-8.224513
-3.262722,6.7917724,9.000617
-3.935887,7.5660944,-8.613436
-7.088481,-0.5583883,-10.193868
-4.8217955,9.739264,4.901237
-4.050696,6.9713135,3.7631478
-3.421698,10.071533,-5.960285
-6.10353,-5.6838837,-6.5964026
-3.8914533,-0.57372665,1.6164291
-7.417216,-9.052065,-1.5915314
-8.402637,-4.908514,-3.695925
-7.3737683,-8.358794,-1.978392
7.827661,2.9462464,-1.6871319
11.469851,4.923342,1.7333277
6.520235,-0.9235838,-3.4143767
3.7321,-1.2692184,-0.60548365
2.633905,-0.9265402,-3.4380724
1.6500204,0.45175797,-0.5430929
-3.8195271,-4.601723,4.404525
3.0801742,-1.1156982,-5.5824184
0.38308284,-0.6968601,3.4579914
-2.8242283,9.685321,2.0196872
-1.8718886,9.112089,3.7121496
-2.1688209,9.142539,-6.2059875
-1.9941322,8.336659,-2.0700579
-3.2840583,-5.566652,-4.6240187
-1.342072,3.8320336,6.1774015
-1.0681216,-1.4897423,-0.9811377
0.03252297,3.131078,-8.169245
-4.571387,-8.439487,4.4611917
-4.2772923,9.288745,2.0251787
-1.4506696,4.3014593,-8.233458
-6.0425534,-3.1764286,9.278167
-3.920421,4.3404546,-6.156733
-12.648637,2.8623762,-7.5310698
-2.0819156,5.155343,-7.3011804
-3.2803233,4.1202564,5.5676384
1.9977653,1.3109137,3.346099
1.281302,-2.0504305,0.68330973
-2.832729,-3.8322148,1.3282319
-2.8337708,5.577954,-6.6174793
-9.528501,-5.972897,4.088408
-2.7549798,5.4355984,-8.475006
-2.3248332,6.439459,-2.7727766
-1.0207292,9.940633,-4.8443003
-2.0234613,6.242568,-9.534477
-0.69165736,4.3155932,3.3865647
-2.2732239,4.272128,9.734685
1.1986914,1.4079703,3.0543358
2.5457664,-0.30980268,-0.050853696
-5.036516,-6.6942677,-2.8373134
-2.8416827,-1.4320583,1.4710634
1.5632753,-2.442563,0.31627363
0.82958895,2.6299677,-5.122352
-1.2087353,10.412201,-6.1001267
-8.038487,2.0419335,-11.778391
-1.9493822,4.6390257,-2.8689258
-9.067267,10.604746,-3.3500094
-0.4202537,5.922025,-6.287977
-2.7848482,3.5228224,-5.697095
-7.958304,0.8683845,-10.935887
-1.475562,2.027193,7.281189
-3.713614,5.5108485,-6.4466105
1.7526994,-0.23115802,3.9426517
2.6539068,0.22964655,-5.1005297
-3.0415115,4.653749,4.3011055
-1.7229451,9.733594,-1.0516539
-1.409895,9.477334,-1.0978978
15.032104,-2.9173772,5.8293867
15.94502,-4.89744,4.9436336
2.5024755,-1.106476,-5.05243
1.9183018,-2.916539,-3.2687945
-1.3313842,1.0983027,-9.995616
-11.456622,1.8309864,-6.9185667
-2.7500703,-5.8122873,-12.574278
1.4376369,4.017354,-5.6896887
-2.1796353,4.03943,-5.3470078
-2.1853154,7.7650895,-1.5838639
-2.8328154,7.9314675,-9.9411955
-5.223092,5.6446023,-6.5606565
-3.9600623,9.852229,-7.375044
-7.3470187,-4.7482285,8.48258
-1.8407512,-6.123205,-4.2070155
-4.027276,-2.1701448,-1.0831069
-2.0334353,8.495422,-6.703079
-2.6544774,6.3018613,-7.927586
-6.6074247,-6.0322566,-4.9152923
-3.2044106,-1.09665,1.4376101
-4.716651,-10.642646,-0.49128997
-7.5710993,-13.737602,-2.338013
-6.6342564,-14.041888,-1.9085393
-3.0372891,-13.386606,-2.535068
-2.270969,-6.431215,-3.647387
-2.9954455,-6.4357324,-3.8900075
-5.2746735,-5.3468256,-4.3900394
-2.9694452,-7.6280966,-3.566601
2.5581183,-1.1145282,-6.5780406
7.451586,0.18418379,0.554095
9.466527,4.3841805,-1.6625171
12.839851,4.0090485,0.008154289
8.758492,6.9493847,-0.35960668
6.7793446,1.3851498,0.34421983
1.8913097,-2.3516097,-1.8612431
4.7682853,3.3755805,-5.296586
2.2171814,-3.5040429,-1.527262
0.6126966,-1.3306438,-0.46027377
2.0076063,-2.6829789,-3.3623106
-2.2634616,-1.0732923,-0.59336907
-10.022202,-4.361824,-5.1896143
-4.3249187,-0.5295701,-5.85975
1.5781618,-2.8104649,-0.40852144
11.036815,9.487222,-2.0167427
8.707324,3.0277052,0.44235992
1.3601675,1.8200845,-6.6870418
-0.6968684,4.445861,-4.463301
-7.33972,-9.019528,-1.1325787
-5.9342146,-4.240168,5.96146
-2.1437647,6.8781266,-9.86525
-7.128432,-1.4335057,-9.041689
-2.1918783,6.905026,-10.052508
-5.737191,7.462409,-4.6205378
7.086499,1.7637571,0.44717565
-1.4475536,-7.8403296,-2.2799127
1.9756917,-0.5830467,3.5995328
-3.678167,-6.535605,-5.2115607
0.030924996,1.654704,-6.7479806
1.8175302,-0.64738446,-0.21352603
-1.0803572,1.5143237,2.7896245
-0.6038939,2.8924248,0.6282547
0.13707812,2.7702816,-6.4599614
-1.0457103,6.8779087,-8.402325
-0.37560922,2.3659732,-1.5473727
7.9785395,2.8957102,-1.98561
5.319095,1.2871898,-3.213484
6.897474,1.0458008,1.1303676
9.265638,4.0909715,-1.5455949
3.5367846,-6.6722403,-0.40476468
-2.3818197,-5.005277,-3.74201
-2.8540752,-5.9397364,-3.8798203
3.4167976,-1.6263849,-0.4129207
-4.4319434,-0.8596569,-5.9745684
-3.246922,4.393024,-8.870358
-11.004919,-0.1616617,-2.07945
0.95047903,1.461847,-6.7401967
-3.3488064,-1.02418,0.7210968
-2.7629168,8.203034,-10.271937
7.8677845,3.17206,-1.7797596
0.7333854,-4.9158387,-7.328618
-0.30760908,-1.1964308,2.2298164
1.5890138,-2.7097273,1.2162541
0.75085723,2.6746414,-5.324714
-4.0463586,7.780888,5.3539586
0.6852631,0.9252623,-7.1163807
-8.262933,-5.020799,-3.8390908
-1.5697646,6.5745573,-9.816046
-2.4687212,3.4234893,8.491422
4.0068655,-1.5216464,-2.9668324
-2.841062,-5.0644794,-3.4131076
-2.0139735,8.192156,-6.664102
-1.049561,6.3576694,-0.67607343
-0.11172956,1.9996345,-7.014657
1.4046175,-0.5181574,-5.0418315
1.8526366,-2.3734457,1.743185
0.51113164,1.1492026,-7.8691363
-5.181657,-0.7974788,-1.2577266
-7.016915,-0.43609968,-10.386929
-2.2538974,3.8657606,-6.5855536
-6.838132,-1.8061072,-9.234912
-7.320136,-5.7824583,-0.42394865
5.874408,2.1860144,-2.9118302
4.0698066,2.521524,-2.7673526
12.918092,15.968579,2.0392244
4.000474,4.5617795,-3.2857509
3.9782898,4.5290265,-3.570662
4.32608,4.3275876,-3.6769717
3.6218712,4.4698353,-3.851824
7.085856,4.558431,-1.3310511
7.7496004,2.9091594,-2.0384665
5.0265765,6.772759,-2.7467384
8.560954,1.8642522,-4.54951
8.382869,6.135188,-0.88036364
8.933286,4.122761,-4.8045135
5.2990193,2.188477,-1.2073797
5.206084,1.5133773,-2.0321927
6.9640317,1.0462399,1.2166847
6.9117694,1.4946737,0.42335588
6.951049,5.271259,-0.9900829
8.094,1.8476398,-3.5985749
8.339178,3.0217779,0.29363114
7.945014,2.526116,0.50875515
7.561614,4.815425,-0.83707523
10.003413,4.7946115,-1.3770815
13.676346,5.9778705,0.6074063
11.922863,15.723316,1.8229636
18.640871,9.770754,-1.9719235
18.680971,9.670792,-1.5232385
21.314316,-1.9708873,3.2518609
1.7742966,-4.2436166,3.09098
4.722547,1.4395394,-1.7812535
5.5345483,2.4738717,-2.7098174
7.542863,2.2957911,-2.89053
10.486141,7.1871805,-3.193809
15.0244055,4.088092,-4.6364093
30.912638,95.3827,15.267507
18.824944,10.22332,-1.4718413
13.954981,6.069131,0.48950297
17.939625,5.082522,4.400206
12.84957,6.270534,0.47411492
9.960583,4.7096705,-1.3728409
10.19698,4.838367,-1.5104642
12.485607,6.6046534,-0.042674605
14.504347,5.4677415,1.3233995
11.286617,4.5445514,-2.8932233
8.846754,7.0130177,-0.3501773
9.138674,4.1970396,-4.760842
14.296275,4.8776484,0.8690636
14.194182,6.0081387,0.5741226
10.549215,6.0893035,0.20948258
13.178648,6.197388,-0.7429473
13.031934,3.8632357,1.0998937
11.214587,5.057206,-0.82875884
14.791997,6.8163333,-3.176899
13.626454,3.6228917,1.6576716
12.648624,5.9367695,0.56677955
13.522814,6.274313,0.3087546
11.654075,4.54385,-4.6079574
13.123761,6.300704,0.7517988
18.412786,9.227572,-1.9474709
12.256762,15.718113,1.8291067
12.657803,6.4519086,0.49451652
9.728295,5.102538,-1.1677468
10.482851,5.2696214,-1.7265035
8.357414,5.507541,-1.7249217
13.331968,4.8926196,-2.5919569
16.687471,5.7350793,-0.70325184
11.704572,4.8394775,0.18114334
10.581009,6.021955,0.23661178
10.17664,6.164081,2.3678288
13.399508,6.4081254,0.29929712
10.74144,7.5097604,1.8438165
15.992684,3.5930605,3.4355562
13.350682,5.493688,1.9544623
16.388607,5.151432,-0.2155384
13.45621,6.7119484,0.078559384
13.704174,5.0227547,0.7354842
13.793946,5.5366917,-2.1790292
11.064958,6.748096,-1.535361
10.796779,11.567347,-0.34945816
17.735125,2.8316817,-3.2200258
17.345371,3.5109231,0.20612459
20.251524,3.1669626,-2.0354204
15.127463,5.7932644,-2.688831
16.982607,4.1044126,-5.1004615
14.164879,2.1745474,-5.3918986
13.549932,7.966133,-5.1124206
16.66398,3.6821678,5.7350583
13.817866,3.6180468,-2.678257
13.217802,7.673187,2.5235405
13.060612,6.814751,1.6177722
18.230396,5.001959,0.21692762
10.255625,3.8539493,2.388479
19.375795,4.61971,1.1866301
12.077066,7.1308928,1.0824335
12.838571,6.737593,4.4661803
11.56235,6.20446,4.558384
5.56722,10.459491,5.3502126
13.121505,8.151767,4.2822714
12.278769,5.9127264,2.7819533
14.873918,7.136506,2.916771
18.071331,5.053808,2.0116253
16.806047,5.1941113,0.5774911
17.406496,5.2336755,3.1352549
10.665969,5.974051,-2.3304625
8.920762,6.675821,4.3969994
8.614153,6.6507006,5.566817
10.743052,7.646648,1.9100579
12.072056,7.335863,1.8140193
7.489508,8.05403,1.9664354
8.986362,7.059537,1.5645767
17.6393,5.316901,3.612189
18.99683,5.5625763,0.97756654
17.06481,5.6009455,2.5720367
15.217254,6.657599,1.9188309
9.752645,5.7107,1.7919255
19.298632,2.3012888,-4.1336265
17.0317,1.6881907,-0.33538216
19.172512,5.169499,0.6243214
15.531157,-0.90124553,-6.2649336
11.101399,0.78127164,5.005005
11.607408,12.275603,-0.7028868
10.799633,5.152509,3.5244486
9.712172,7.032808,3.2439094
9.563204,6.2090216,0.067886986
15.9420595,5.737258,3.7119782
13.73829,6.3258324,2.4919577
9.286934,5.1745415,4.4024434
13.910578,5.266484,2.6391034
